Angle,0,,,,,,,,,,,,
0.00023551,0.000150873,0.003874871,0.006351403,0.001232746,0.000783806,0.000323826,8.10E-05,8.83E-05,4.42E-05,0,0,1.10E-05,0
0,0,0.000592454,0.004978823,0.006115893,0.002196864,0.001251145,0.000353265,0.00023919,0.000158233,5.52E-05,7.36E-06,0,0
0,0,0,0.000320146,0.001884078,0.001953995,0.000975157,0.000331186,0.000158233,0.000147194,1.84E-05,1.47E-05,0,0
0,0,0,0,0.000496778,0.000989877,0.000765407,0.000198711,0.000195031,0.000114075,4.78E-05,7.36E-06,0,0
0,0,0,0,1.84E-05,0.00044894,0.000610853,9.94E-05,5.52E-05,5.52E-05,3.31E-05,2.21E-05,0,0
0,0,0,0,3.68E-06,3.68E-05,0.000511498,0.000128794,3.68E-05,2.21E-05,5.89E-05,3.68E-06,0,0
0,0,0,0,0,1.10E-05,0.000195031,0.00023919,1.84E-05,3.68E-06,1.47E-05,7.36E-06,0,0
0,0,0,0,0,0,4.42E-05,0.000143514,5.15E-05,3.68E-06,0,0,0,0
0,0,0,0,0,0,3.68E-06,2.94E-05,8.46E-05,7.36E-06,0,0,0,0
0,0,0,0,0,0,0,3.68E-06,1.47E-05,7.36E-06,0,0,0,0
0,0,0,0,0,0,3.68E-06,3.68E-06,1.10E-05,1.10E-05,0,0,0,0
0,0,0,0,0,0,0,3.68E-06,0,3.68E-06,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
